encounter_datetime,park_area_id,park_division,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
07/28/2020 09:10:00 AM,M206,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/28/2020 09:10:00 AM,M289,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/28/2020 03:00:00 PM,M242,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:30:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 04:30:00 PM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/29/2020 03:05:00 PM,M171,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 03:22:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/24/2020 03:15:00 PM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 03:05:00 PM,M171,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:45:00 PM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:30:00 PM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:00:00 PM,M194,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 03:30:00 PM,Q099,Recreation,Social Distancing,Social Distancing,500,0,Open field/multi-purpose play area,,,,,Queens
07/29/2020 03:37:00 PM,B057,Ranger  Ambassador,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 03:15:00 PM,Q099,Recreation,Social Distancing,Social Distancing,86,0,Volleyball court,,,,,Queens
07/29/2020 03:00:00 PM,Q099-17,Recreation,Social Distancing,Social Distancing,8,0,Playground,,,,,Queens
07/29/2020 02:50:00 PM,Q099-16,Recreation,Social Distancing,Social Distancing,7,0,Playground,,,,,Queens
07/29/2020 02:30:00 PM,Q099-15,Recreation,Social Distancing,Social Distancing,4,0,Playground,,,,,Queens
07/29/2020 02:00:00 PM,Q099-01,Recreation,Social Distancing,Social Distancing,13,0,Playground,,,,,Queens
07/29/2020 03:00:00 PM,Q024-05,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/29/2020 02:00:00 PM,M216,Media Education,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 03:22:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 08:43:00 AM,Q099-54,Recreation,Social Distancing,Social Distancing,4,0,Playground,,,,,Queens
07/29/2020 09:22:00 AM,Q450,Recreation,Social Distancing,Social Distancing,15,0,Playground,,,,,Queens
07/29/2020 01:30:00 PM,M014,Media Education,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:14:00 AM,Q099-18,Recreation,Social Distancing,Social Distancing,6,0,Playground,,,,,Queens
07/29/2020 10:46:00 AM,Q099-17,Recreation,Social Distancing,Social Distancing,4,0,Playground,,,,,Queens
07/29/2020 10:00:00 AM,M077,Media Education,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:29:00 PM,Q099,Recreation,Social Distancing,Social Distancing,300,0,Open field/multi-purpose play area,,,,,Queens
07/29/2020 02:24:00 PM,Q099-54,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 03:05:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:17:00 PM,Q099-55,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 01:58:00 PM,Q099-17,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:30:00 AM,M077-04,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:48:00 AM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:15:00 PM,M355,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:30:00 PM,M186,Recreation,Social Distancing,Social Distancing,0,0,Bench/sitting area,,,,,Manhattan
07/29/2020 02:40:00 AM,M228,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:40:00 PM,M228,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:30:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:36:00 PM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:33:00 PM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:30:00 PM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:00:00 PM,M014,Media Education,Social Distancing,Social Distancing,8,8,Basketball court,,,,,Manhattan
07/29/2020 02:00:00 PM,B057-04,Ranger  Ambassador,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 11:00:00 AM,B057,Ranger  Ambassador,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 01:30:00 PM,B052,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 02:20:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 02:15:00 AM,M235,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:15:00 PM,M235,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 02:05:00 PM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/29/2020 10:55:00 AM,M067,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:25:00 AM,M105,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:45:00 AM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 01:04:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 01:16:00 PM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:27:00 AM,M082,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 01:00:00 PM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 12:45:00 PM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 12:45:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:15:00 AM,M005-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:45:00 AM,M283,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 12:45:00 PM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 12:00:00 PM,X045-02,Recreation,Social Distancing,Social Distancing,1,0,Bench/sitting area,,,,,Bronx
07/29/2020 11:36:00 AM,X045-01,Recreation,Social Distancing,Social Distancing,68,0,Adult fitness equipment,,,,,Bronx
07/29/2020 11:09:00 AM,X045-03,Recreation,Social Distancing,Social Distancing,95,0,Playground,,,,,Bronx
07/29/2020 12:00:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 10:00:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 11:00:00 AM,Q024,Recreation,Social Distancing,Social Distancing,3,0,Walking path,,,,,Queens
07/29/2020 12:05:00 PM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/29/2020 11:56:00 AM,Q102-03,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 11:30:00 AM,Q102-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:30:00 AM,M014,Media Education,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 11:00:00 AM,X180,Recreation,Social Distancing,Social Distancing,0,0,Walking path,,,,,Bronx
07/29/2020 11:30:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:00:00 AM,X104-01,Recreation,Social Distancing,Social Distancing,0,0,Walking path,,,,,Bronx
07/29/2020 09:30:00 AM,X104,Recreation,Social Distancing,Social Distancing,0,0,Track/field area,,,,,Bronx
07/29/2020 11:00:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 09:45:00 AM,Q005-06,Park Administrator Ambassador,Social Distancing,Social Distancing,8,22,Walking path,,,,,Queens
07/28/2020 03:30:00 PM,Q448-01,Park Administrator Ambassador,Social Distancing,Social Distancing,2,4,Playground,,,,,Queens
07/29/2020 10:56:00 AM,Q015-08,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/28/2020 03:15:00 PM,Q448,Park Administrator Ambassador,Social Distancing,Social Distancing,0,2,Playground,,,,,Queens
07/28/2020 02:20:00 PM,Q448,Park Administrator Ambassador,Social Distancing,Social Distancing,1,4,Track/field area,,,,,Queens
07/28/2020 12:50:00 PM,Q051,Park Administrator Ambassador,Social Distancing,Social Distancing,2,18,Playground,,,,,Queens
07/28/2020 09:40:00 AM,Q005-06,Park Administrator Ambassador,Social Distancing,Social Distancing,6,14,Walking path,,,,,Queens
07/29/2020 10:41:00 AM,Q015-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:20:00 AM,M030,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:10:00 AM,M013,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:05:00 AM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:50:00 AM,M246,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:45:00 AM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:34:00 AM,Q296,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:28:00 AM,M082,Recreation,Social Distancing,Social Distancing,0,0,Walking path,,,,,Manhattan
07/29/2020 10:27:00 AM,M082,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:00:00 AM,B126,Recreation,Social Distancing,Social Distancing,18,0,Track/field area,,,,,Brooklyn
07/29/2020 09:30:00 AM,Q024,Recreation,Social Distancing,Social Distancing,6,0,Walking path,,,,,Queens
07/28/2020 09:00:00 AM,B126,Recreation,Social Distancing,Social Distancing,22,0,Playground,,,,,Brooklyn
07/18/2020 04:00:00 PM,Q024,Recreation,Social Distancing,Social Distancing,3,0,Walking path,,,,,Queens
07/29/2020 10:18:00 AM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:10:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/29/2020 10:00:00 AM,B245,Recreation,Social Distancing,Social Distancing,13,0,Bench/sitting area,,,,,Brooklyn
07/29/2020 10:10:00 AM,M085,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:10:00 AM,M224,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 10:05:00 AM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/28/2020 10:00:00 AM,M014,Park Administrator Ambassador,Social Distancing,Social Distancing,10,5,Basketball court,,,,,Manhattan
07/29/2020 09:46:00 AM,M196,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/29/2020 09:47:00 AM,M196,Recreation,Social Distancing,Social Distancing,3,3,Walking path,,,,,Manhattan
07/30/2020 09:00:00 AM,B077,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/29/2020 10:00:00 AM,B077,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/30/2020 09:10:00 AM,M257,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:48:00 AM,M105-08,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
,M105,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:30:00 PM,M047-01,Recreation,Social Distancing,Social Distancing,87,32,Open field/multi-purpose play area,,,,,Manhattan
07/30/2020 01:20:00 PM,M047-01,Recreation,Social Distancing,Social Distancing,25,11,Playground,,,,,Manhattan
07/30/2020 05:30:00 PM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 05:15:00 PM,M015,Recreation,Social Distancing,Social Distancing,30,10,Open field/multi-purpose play area,,,,,Manhattan
07/30/2020 04:50:00 AM,M006,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 04:25:00 PM,M015,Recreation,Social Distancing,Social Distancing,50,20,Bench/sitting area,,,,,Manhattan
07/30/2020 04:00:00 PM,M013,Recreation,Social Distancing,Social Distancing,20,10,Bench/sitting area,,,,,Manhattan
07/30/2020 11:15:00 AM,M378,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 11:15:00 AM,M386,Recreation,Social Distancing,Social Distancing,30,0,Bench/sitting area,,,,,Manhattan
07/30/2020 10:55:00 AM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:35:00 AM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:35:00 AM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:15:00 PM,Q296,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:15:00 AM,M206,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:55:00 PM,M386,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
,M105,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:20:00 PM,M105-01,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:35:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:00:00 PM,M105-08,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:05:00 PM,M289,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 12:55:00 PM,M105-01,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 12:35:00 PM,M105,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 12:05:00 PM,M067,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:00:00 PM,Q099,Recreation,Social Distancing,Social Distancing,35,0,Open field/multi-purpose play area,,,,,Queens
,Q099,Recreation,Social Distancing,Social Distancing,300,0,Volleyball court,,,,,Queens
07/30/2020 10:55:00 AM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:45:00 PM,Q099,Recreation,Social Distancing,Social Distancing,120,0,Soccer field,,,,,Queens
07/30/2020 10:35:00 AM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:30:00 PM,Q099-16,Recreation,Social Distancing,Social Distancing,17,0,Playground,,,,,Queens
07/30/2020 02:30:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:05:00 AM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:15:00 PM,Q099-15,Recreation,Social Distancing,Social Distancing,19,0,Playground,,,,,Queens
07/30/2020 09:37:00 AM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:00:00 PM,Q099-01,Recreation,Social Distancing,Social Distancing,15,0,Playground,,,,,Queens
07/30/2020 01:45:00 PM,Q099-17,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 03:43:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 03:00:00 PM,M014-02,Recreation,Social Distancing,Social Distancing,70,70,Bench/sitting area,,,,,Manhattan
07/30/2020 03:27:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 03:25:00 PM,M011,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:15:00 AM,M194,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/24/2020 03:15:00 PM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 03:00:00 PM,M132,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:50:00 PM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 02:42:00 PM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 01:20:00 PM,M047-01,Recreation,Social Distancing,Social Distancing,25,11,Playground,,,,,Manhattan
07/30/2020 02:42:00 PM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:37:00 PM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 02:35:00 PM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 12:15:00 PM,M047-01,Recreation,Social Distancing,Social Distancing,67,32,Playground,,,,,Manhattan
07/30/2020 02:30:00 PM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 02:30:00 PM,M206,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 11:17:00 AM,M047-01,Recreation,Social Distancing,Social Distancing,80,50,Walking path,,,,,Manhattan
07/30/2020 02:20:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:30:00 AM,M186,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 02:00:00 PM,X040,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/30/2020 01:30:00 PM,Q048-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 01:03:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/30/2020 01:15:00 PM,M257,Recreation,Social Distancing,Social Distancing,6,2,Bench/sitting area,,,,,Manhattan
07/30/2020 11:20:00 AM,M011,Recreation,Social Distancing,Social Distancing,0,10,Adult fitness equipment,,,,,Manhattan
07/30/2020 12:50:00 PM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 11:00:00 AM,M025,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:30:00 AM,M006,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:00:00 AM,M004,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 09:30:00 AM,M308,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 12:00:00 PM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/30/2020 12:25:00 PM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:37:00 AM,B057,Ranger  Ambassador,No encounter,No Encounter,,,,,,,,Brooklyn
07/30/2020 10:30:00 AM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 12:30:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 11:45:00 AM,Q102-03,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 11:00:00 AM,Q102-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/26/2020 11:01:00 AM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:26:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 11:00:00 AM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/30/2020 10:45:00 AM,Q296,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 11:20:00 AM,M011,Recreation,Social Distancing,Social Distancing,0,10,Adult fitness equipment,,,,,Manhattan
07/30/2020 10:30:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 11:16:00 AM,M005-02,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 11:14:00 AM,M013,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:48:00 AM,Q444,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:35:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 09:30:00 AM,Q005,Recreation,Social Distancing,Social Distancing,9,6,Walking path,,,,,Queens
07/30/2020 10:55:00 AM,Q015-08,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:00:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/30/2020 10:45:00 AM,Q015-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:49:00 AM,M105-08,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:48:00 AM,M105-08,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 09:30:00 AM,Q005,Recreation,Social Distancing,Social Distancing,9,6,Walking path,,,,,Queens
07/30/2020 10:45:00 AM,Q015-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:30:00 AM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:16:00 AM,Q360N,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 10:05:00 AM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 10:04:00 AM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 09:30:00 AM,Q024,Recreation,Social Distancing,Social Distancing,4,0,Walking path,,,,,Queens
07/29/2020 04:30:00 PM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/30/2020 09:53:00 AM,M194,Recreation,Social Distancing,Social Distancing,3,0,Handball court,,,,,Manhattan
07/30/2020 11:20:00 AM,M011,Recreation,Social Distancing,Social Distancing,0,10,Adult fitness equipment,,,,,Manhattan
07/30/2020 01:15:00 PM,M257,Recreation,Social Distancing,Social Distancing,6,2,Bench/sitting area,,,,,Manhattan
07/31/2020 09:37:00 AM,M108T,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 08:30:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 01:30:00 PM,Q048-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 05:15:00 PM,M047-01,Recreation,Social Distancing,Social Distancing,60,15,Basketball court,,,,,Manhattan
07/31/2020 11:40:00 AM,Q014,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 03:55:00 PM,M386,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 11:30:00 AM,M082,Recreation,Social Distancing,Social Distancing,30,20,Bench/sitting area,,,,,Manhattan
07/30/2020 03:35:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 11:10:00 AM,M235,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 10:50:00 AM,M132,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:30:00 PM,M011,Recreation,Social Distancing,Social Distancing,0,8,Bench/sitting area,,,,,Manhattan
07/30/2020 03:05:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:55:00 PM,M013,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:45:00 PM,M030,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:35:00 PM,M242,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:15:00 PM,M015,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:45:00 PM,Q099,Recreation,Social Distancing,Social Distancing,268,0,Open field/multi-purpose play area,,,,,Queens
07/31/2020 10:30:00 AM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:05:00 PM,M246,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 10:15:00 AM,M206,Recreation,Social Distancing,Social Distancing,10,0,Basketball court,,,,,Manhattan
07/31/2020 03:00:00 PM,M247,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/30/2020 05:30:00 PM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:30:00 PM,Q450,Recreation,Social Distancing,Social Distancing,13,0,Playground,,,,,Queens
07/31/2020 03:25:00 PM,Q099-18,Recreation,Social Distancing,Social Distancing,4,0,Playground,,,,,Queens
07/31/2020 12:36:00 PM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/31/2020 08:59:00 AM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/30/2020 02:50:00 PM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/31/2020 02:50:00 PM,Q099-54,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 12:08:00 PM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/30/2020 09:48:00 AM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/31/2020 03:18:00 PM,Q099-55,Recreation,Social Distancing,Social Distancing,2,0,Playground,,,,,Queens
07/30/2020 08:32:00 AM,X104,Recreation,No encounter,No Encounter,,,,,,,,Bronx
07/31/2020 02:30:00 PM,M099,Media Education,No encounter,No Encounter,,,,,,,,Manhattan
07/31/2020 03:10:00 PM,Q099-01,Recreation,Social Distancing,Social Distancing,6,0,Playground,,,,,Queens
07/31/2020 03:00:00 PM,Q099-15,Recreation,Social Distancing,Social Distancing,7,0,Playground,,,,,Queens
07/31/2020 02:45:00 PM,Q099-16,Recreation,Social Distancing,Social Distancing,5,0,Playground,,,,,Queens
07/31/2020 02:20:00 PM,Q099-17,Recreation,Social Distancing,Social Distancing,4,0,Playground,,,,,Queens
07/31/2020 02:00:00 PM,Q099,Recreation,Social Distancing,Social Distancing,8,0,Skate park,,,,,Queens
07/31/2020 01:45:00 PM,Q099,Recreation,Social Distancing,Social Distancing,12,0,Soccer field,,,,,Queens
07/31/2020 01:30:00 PM,Q099,Recreation,Social Distancing,Social Distancing,14,0,Soccer field,,,,,Queens
07/31/2020 11:23:00 AM,Q102-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 02:03:00 PM,BT15,Ranger  Ambassador,No encounter,No Encounter,,,,,,,,Brooklyn
07/31/2020 03:24:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 03:10:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 03:00:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 02:49:00 PM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 02:35:00 PM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 02:34:00 PM,Q357B01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 11:30:00 AM,Q102-03,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 02:27:00 PM,Q357B,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/30/2020 03:00:00 PM,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
07/31/2020 02:19:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 12:20:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/31/2020 10:30:00 AM,M047-01,Recreation,Social Distancing,Social Distancing,60,22,Adult fitness equipment,,,,,Manhattan
06/30/2020 05:00:00 PM,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
07/29/2020 02:00:00 PM,R046,Recreation,No encounter,No Encounter,,,,,,,,Staten Island
07/31/2020 12:00:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/31/2020 10:00:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/31/2020 11:20:00 AM,M246,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
